ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
52-2153713,Goddart,Training,CA,3504-8302-8914-7999,179,2024-03,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,NSPW4592973,4532.3,0.01,45.323,0,4577.633,AUD,Yes,460,Poor,Decreased,30/10/2020,4:59 AM
30-3416155,Lebbie,Support,NY,0517-2472-2958-2217,469,2024-04,REC,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,RUKZ8309213,1410.3,0.005,7.0515,0,1417.3565,AUD,Yes,484,Poor,Increased,19/10/2020,5:33 PM
45-2219333,Jessie,Support,IN,9325-6409-4777-4678,429,2024-08,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,EYRN2179107,3145.6,0.01,31.456,0,3177.066,AUD,Yes,390,Poor,NoChange,19/10/2021,1:59 PM
45-6437834,Faina,Marketing,NE,9638-8454-8240-7639,194,2024-06,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,OCNY2649791,7995,0.01,79.95,0,8074.96,AUD,No,516,Poor,Decreased,1/10/2021,1:39 PM
40-3944126,Thain,Accounting,OR,1256-0058-9161-4722,143,2024-10,MTO,AX,AUSTRALIA_POST,Declined,AustraliaPost,LGPE5663015,5901.5,0.02,118.03,0,6019.55,AUD,Yes,664,Fair,Decreased,25/06/2021,7:03 AM
31-8006373,Grannie,Support,CA,8870-9210-8909-4488,353,2024-10,SSL,AX,BPAY,Pending,BPay,SQEA9883063,1107.4,0.02,22.148,0,1129.568,AUD,Yes,500,Poor,NoChange,8/10/2020,6:44 PM
04-0278545,Marja,Training,WI,0434-3313-3082-8010,395,2024-10,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,MAYI7094599,132.4,0.02,2.648,0,135.068,AUD,No,587,Fair,NoChange,8/12/2020,11:47 PM
31-3159433,Kayne,Business Development,VA,2709-7861-4144-9033,663,2024-04,MTO,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,OIOV7041940,8253.8,0.01,82.538,0,8336.348,AUD,Yes,683,Good,NoChange,5/10/2021,7:10 AM
54-3469337,Elna,Research and Development,MS,6902-2820-3065-9959,621,2024-03,MTO,EFT,BPAY,Pending,BPay,GFZK0592843,256,0.005,1.28,0,257.285,AUD,Yes,516,Poor,NoChange,17/07/2020,6:19 PM
14-3795724,Hope,Legal,GA,3051-9505-0013-8352,322,2024-05,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,QDMZ3338106,2189.7,0.005,10.9485,0,2200.6535,AUD,No,418,Poor,Increased,5/11/2021,10:57 AM
79-4941104,Richy,Support,SD,1171-4520-5149-3885,574,2024-11,MTO,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,SQBL1810630,2023.2,0.01,20.232,0,2043.442,AUD,Yes,531,Poor,Increased,31/12/2020,10:16 AM
79-2187528,Portia,Accounting,OH,8757-8853-6282-9423,557,2024-03,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,AKQF0421087,8506,0.02,170.12,0,8676.14,AUD,Yes,415,Poor,Decreased,18/11/2020,1:12 AM
64-9959426,Aldous,Legal,GA,8349-7190-8900-3398,265,2024-06,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,CWSL4204574,7205.3,0.005,36.0265,0,7241.3315,AUD,No,340,Poor,Increased,26/05/2022,5:52 AM
63-3085175,Katine,Support,TX,2544-5065-0021-3907,234,2024-02,REC,VI,BPAY,Approved,BPay,NUYS7460390,427.9,0.01,4.279,0,432.189,AUD,Yes,451,Poor,Decreased,13/05/2022,12:25 PM
42-1898006,Lesly,Marketing,NV,5815-3648-8513-2248,771,2024-02,SSL,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,OHDU2107656,5896.1,0.01,58.961,0,5955.071,AUD,No,680,Good,Increased,1/12/2021,9:28 AM
90-1155696,Ernestine,Product Management,OH,9788-7104-3043-3738,582,2024-11,SSL,VI,BPAY,Approved,BPay,LTBD7916649,8612.2,0.01,86.122,0,8698.332,AUD,Yes,718,Good,NoChange,25/07/2021,8:18 AM
83-0743859,Lynelle,Marketing,FL,5760-9968-4234-9571,721,2024-04,REC,VI,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,ZOJW4063560,3668.4,0.01,36.684,0,3705.094,AUD,Yes,630,Fair,Increased,10/02/2022,6:13 PM
61-9142454,Liz,Product Management,FL,6601-5152-0048-2203,616,2024-01,SSL,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,VYDT1332612,7166.7,0.02,143.334,0,7310.054,AUD,No,718,Good,NoChange,18/10/2021,4:59 PM
69-5868218,Lion,Training,TX,5572-8418-3573-7074,892,2024-08,SSL,MC,BPAY,Approved,BPay,HUGY7728041,3520,0.01,35.2,0,3555.21,AUD,No,355,Poor,Decreased,8/03/2021,9:41 AM
84-4740433,Shela,Legal,VA,1311-6923-9003-9223,569,2024-04,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,YTZL8034614,7803.2,0.01,78.032,0,7881.242,AUD,Yes,512,Poor,Decreased,30/09/2021,10:43 PM
09-0961927,Thibaut,Product Management,IN,4847-5266-9356-4040,388,2024-08,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,USSE0888209,8563.5,0.01,85.635,0,8649.145,AUD,Yes,332,Poor,Decreased,17/01/2022,5:00 AM
10-3510731,Avram,Product Management,GA,0191-3365-8592-3537,929,2024-05,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,OKFR1496268,4302.3,0.005,21.5115,0,4323.8165,AUD,No,657,Fair,Increased,22/11/2021,11:48 AM
74-9897836,Christa,Business Development,MD,9152-4651-6207-6775,845,2024-11,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ENDL1856865,7787.3,0.005,38.9365,0,7826.2415,AUD,No,568,Poor,Decreased,6/12/2021,7:01 AM
60-4666577,Morly,Product Management,NV,0333-6242-9392-4868,829,2024-01,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,JYIG3051259,6494.6,0.01,64.946,0,6559.556,AUD,Yes,396,Poor,Increased,8/06/2020,6:01 PM
31-2241414,Gasparo,Marketing,MN,8801-4665-1859-3065,375,2024-04,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,MYAJ6382215,8043.1,0.02,160.862,0,8203.982,AUD,No,606,Fair,Increased,24/03/2022,5:33 PM
76-0243201,Alexandra,Accounting,TX,5964-9318-2036-3547,433,2024-06,REC,VI,BPAY,Pending,BPay,NDTQ4682436,8808.4,0.01,88.084,0,8896.494,AUD,Yes,668,Fair,Increased,7/07/2020,1:29 PM
04-5576137,Fonz,Business Development,LA,2695-8058-3478-4495,819,2024-09,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,TCWQ6249183,7219.5,0.02,144.39,0,7363.91,AUD,No,567,Poor,Decreased,25/04/2022,3:47 AM
78-6085321,Nevile,Support,DC,6147-6626-6710-8320,451,2024-05,SSL,MC,BRANCH_PAYMENT,Pending,BranchPayment,BKSZ4686968,5833.5,0.01,58.335,0,5891.845,AUD,Yes,722,Good,Increased,30/04/2022,10:59 PM
46-6239661,Dorothea,Training,CA,5835-6567-2720-5797,95,2024-09,MTO,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,SGEO4363974,447.3,0.02,8.946,0,456.266,AUD,No,727,Good,NoChange,26/04/2021,10:32 PM
92-2889776,Aldus,Engineering,PA,0665-0138-5820-0173,418,2024-06,MTO,AX,AUSTRALIA_POST,Pending,AustraliaPost,AOCZ1866299,633.5,0.02,12.67,0,646.19,AUD,No,614,Fair,Decreased,1/10/2020,7:09 AM
86-2714669,Rafa,Training,CA,3567-8817-4309-0270,541,2024-07,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,SHYX4162017,7583,0.005,37.915,0,7620.92,AUD,No,569,Poor,Decreased,12/12/2021,4:45 AM
39-3267670,Del,Business Development,FL,6805-5523-4987-1451,233,2024-05,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,PHYS2151882,8822.6,0.01,88.226,0,8910.836,AUD,No,638,Fair,NoChange,1/11/2021,2:23 AM
22-5412892,Vinnie,Training,OK,6973-1018-4106-0927,4,2024-03,REC,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,THKF0206695,1403.2,0.02,28.064,0,1431.284,AUD,No,375,Poor,NoChange,15/09/2021,6:32 PM
54-0766106,Nannette,Training,TX,9572-6802-4737-1367,834,2024-10,MTO,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,ADDB6894586,4128.7,0.01,41.287,0,4169.997,AUD,No,406,Poor,NoChange,24/04/2021,2:28 AM
74-1362181,Marcelle,Accounting,MT,8056-5244-5986-3026,336,2024-10,MTO,MC,BRANCH_PAYMENT,Declined,BranchPayment,XFJU5677091,8123.5,0.01,81.235,0,8204.745,AUD,Yes,396,Poor,Increased,21/01/2021,12:19 AM
59-6837997,Carita,Support,NC,2081-9196-0891-8085,679,2024-03,SSL,EFT,BRANCH_PAYMENT,Pending,BranchPayment,YASX1780329,4853.4,0.005,24.267,0,4877.672,AUD,Yes,630,Fair,Increased,21/06/2020,6:36 AM
30-6940933,Ed,Marketing,CA,2171-6572-5595-3204,842,2024-11,REC,VI,AUSTRALIA_POST,Declined,AustraliaPost,OOON0926264,226.3,0.01,2.263,0,228.573,AUD,No,362,Poor,Decreased,26/11/2020,12:38 AM
80-0365174,Corrinne,Product Management,KS,6317-4388-4674-6472,583,2024-03,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,KKZZ4848567,6928.9,0.005,34.6445,0,6963.5495,AUD,No,647,Fair,Increased,15/10/2021,7:13 PM
88-4344743,Patrizia,Training,NY,1743-2225-0352-5409,501,2024-03,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,DASN4767867,1209.6,0.01,12.096,0,1221.706,AUD,No,547,Poor,Decreased,14/02/2021,9:51 PM
08-3365690,Evelin,Product Management,MD,6721-0341-9968-9154,35,2024-10,REC,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,HMNI3458956,2055,0.01,20.55,0,2075.56,AUD,No,412,Poor,Decreased,9/03/2022,1:49 AM
15-7595508,Doralia,Product Management,NY,2137-6704-0238-7646,906,2024-08,REC,VI,AUSTRALIA_POST,Declined,AustraliaPost,PELJ1617976,7813,0.01,78.13,0,7891.14,AUD,Yes,582,Fair,Increased,27/05/2022,12:30 AM
52-2728904,Sallee,Services,SC,4609-9490-7897-8397,212,2024-03,SSL,EFT,AUSTRALIA_POST,Pending,AustraliaPost,ZCGF0705037,7402.7,0.005,37.0135,0,7439.7185,AUD,Yes,604,Fair,Decreased,19/07/2020,12:14 AM
54-1740022,Sherwynd,Legal,OH,4807-7043-5798-0159,177,2024-02,SSL,EFT,BPAY,Approved,BPay,EDYO9270983,7241,0.005,36.205,0,7277.21,AUD,Yes,549,Poor,Decreased,24/03/2022,6:16 PM
85-2673086,Bard,Support,ND,0037-7573-1359-3065,580,2024-05,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,NQFR7630300,2779.1,0.02,55.582,0,2834.702,AUD,Yes,595,Fair,Increased,18/02/2021,2:25 PM
58-9024113,Anne-marie,Engineering,GA,8794-8330-9784-4802,277,2024-09,SSL,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,VODK1045971,4591.6,0.02,91.832,0,4683.452,AUD,Yes,739,No Data,NoChange,10/02/2022,5:17 AM
18-9586661,Emlynne,Accounting,TX,6010-4419-6578-0356,670,2024-11,SSL,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,KUWF8706600,8071.8,0.01,80.718,0,8152.528,AUD,No,365,Poor,Increased,5/05/2022,5:33 PM
96-0025115,Rivkah,Training,OH,6662-2866-7754-0670,271,2024-09,REC,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,VLKI5402537,7791.4,0.01,77.914,0,7869.324,AUD,No,526,Poor,Increased,10/03/2022,2:36 PM
21-1190953,Vladamir,Research and Development,CA,2451-2001-7590-4836,738,2024-01,MTO,MC,BRANCH_PAYMENT,Declined,BranchPayment,QFHY9742678,6575,0.01,65.75,0,6640.76,AUD,Yes,674,Good,Decreased,3/10/2021,1:43 AM
91-0377948,Elysee,Research and Development,MO,2474-0669-1852-3694,553,2024-05,MTO,EFT,AUSTRALIA_POST,Pending,AustraliaPost,KXSJ0162209,3789.7,0.005,18.9485,0,3808.6535,AUD,Yes,453,Poor,Decreased,3/07/2020,10:09 PM
98-0253153,Jaymie,Human Resources,DC,3380-7314-0353-3193,992,2024-04,SSL,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ZUJR6965774,3271.4,0.02,65.428,0,3336.848,AUD,No,731,Good,Increased,29/05/2022,10:19 PM
52-4672822,Munmro,Business Development,NV,9205-5382-5291-9232,250,2024-10,SSL,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,GCHW5216487,8949.6,0.01,89.496,0,9039.106,AUD,No,505,Poor,Increased,29/05/2022,1:29 AM
71-5941457,Derron,Marketing,CA,2860-9043-8704-3361,646,2024-08,SSL,AX,BRANCH_PAYMENT,Declined,BranchPayment,EDPB4225618,6271.1,0.02,125.422,0,6396.542,AUD,Yes,640,Fair,Decreased,25/02/2021,8:21 PM
20-7714142,Kelcie,Engineering,TN,6260-8942-3274-3657,570,2024-04,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,RRPE7929767,698.9,0.02,13.978,0,712.898,AUD,No,627,Fair,NoChange,10/11/2020,7:21 PM
91-4111148,Cariotta,Marketing,FL,6245-8396-7611-5261,765,2024-01,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,AQQU4496982,3102.2,0.02,62.044,0,3164.264,AUD,Yes,644,Fair,Increased,20/07/2020,10:07 PM
24-7049984,Edmund,Product Management,WV,5113-3693-3718-4528,977,2024-01,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,QYFV9228775,3789,0.005,18.945,0,3807.95,AUD,No,437,Poor,Increased,25/10/2020,12:33 AM
64-2354221,Lacie,Marketing,NY,2565-5677-3597-4249,114,2024-11,REC,VI,BPAY,Pending,BPay,ZLZS9753262,5670.1,0.01,56.701,0,5726.811,AUD,Yes,329,Poor,Increased,10/06/2021,8:54 PM
88-8079715,Bobette,Legal,DC,1532-0045-4616-7044,125,2024-11,SSL,VI,AUSTRALIA_POST,Approved,AustraliaPost,DLKN8296537,3524.5,0.01,35.245,0,3559.755,AUD,No,670,Good,Decreased,2/06/2021,6:14 PM
27-7579008,Nixie,Product Management,TX,9693-1113-2782-8948,853,2024-09,MTO,AX,BRANCH_PAYMENT,Declined,BranchPayment,VEOY8431068,7405.1,0.02,148.102,0,7553.222,AUD,Yes,373,Poor,Increased,14/01/2022,8:08 PM
69-3367126,Tremain,Training,NC,8908-3888-6931-5613,238,2024-04,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,CEST2050247,5884.2,0.01,58.842,0,5943.052,AUD,Yes,499,Poor,Decreased,26/08/2020,2:07 PM
07-4723363,Gifford,Business Development,MD,2361-9061-1216-4133,209,2024-09,SSL,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,BYMT4550275,8622,0.01,86.22,0,8708.23,AUD,Yes,724,Good,NoChange,17/12/2021,3:12 AM
16-8006642,Zonnya,Legal,CA,2090-5022-3562-5868,435,2024-04,MTO,VI,AUSTRALIA_POST,Approved,AustraliaPost,ZRQS1195334,6247.4,0.01,62.474,0,6309.884,AUD,Yes,531,Poor,Decreased,6/03/2021,6:10 AM
09-6939450,Prudy,Product Management,FL,6904-9326-5544-9185,958,2024-10,REC,VI,AUSTRALIA_POST,Approved,AustraliaPost,NHWN1700645,503.6,0.01,5.036,0,508.646,AUD,Yes,373,Poor,Increased,16/09/2020,5:02 PM
02-3523738,Gib,Services,AL,4703-4073-1249-2381,562,2024-02,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,CUNC6185721,7070.2,0.02,141.404,0,7211.624,AUD,Yes,340,Poor,Decreased,18/11/2021,3:21 PM
45-7605661,Matias,Business Development,AL,5438-7712-3926-9809,578,2024-07,MTO,VI,BPAY,Approved,BPay,CDEQ8633962,8426.2,0.01,84.262,0,8510.472,AUD,Yes,359,Poor,Decreased,27/02/2021,7:18 PM
87-1782618,Pooh,Services,IL,6567-9346-5362-3458,584,2024-01,REC,AX,AUSTRALIA_POST,Declined,AustraliaPost,RPNW8839479,2616.1,0.02,52.322,0,2668.442,AUD,No,587,Fair,Increased,8/07/2020,6:28 AM
22-5999832,Christalle,Support,IL,9500-6847-1071-9268,113,2024-08,MTO,MC,AUSTRALIA_POST,Pending,AustraliaPost,TIBD7976978,592.3,0.01,5.923,0,598.233,AUD,Yes,426,Poor,Increased,30/12/2020,11:06 PM
83-4838036,Wells,Support,CA,1397-9636-9142-0117,808,2024-09,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,MBES3886076,667.6,0.005,3.338,0,670.943,AUD,No,565,Poor,NoChange,13/03/2022,9:13 AM
57-3261619,Thurston,Training,TX,7405-1049-8183-2264,869,2024-10,SSL,AX,BPAY,Approved,BPay,IHEW9402109,1253.3,0.02,25.066,0,1278.386,AUD,No,396,Poor,NoChange,7/08/2020,12:20 AM
68-8521348,Aidan,Marketing,MI,3721-1702-3428-2946,2,2024-04,SSL,AX,BRANCH_PAYMENT,Approved,BranchPayment,QSKD3874297,1888.3,0.02,37.766,0,1926.086,AUD,Yes,328,Poor,NoChange,19/12/2021,12:39 AM
59-5946954,Carmen,Accounting,CA,2045-0917-6662-0215,779,2024-03,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,XBCO8836759,8549.3,0.01,85.493,0,8634.803,AUD,Yes,735,Good,Increased,8/06/2020,2:13 PM
78-7148534,Bethany,Engineering,NY,7717-9823-5223-5476,206,2024-03,REC,EFT,BPAY,Declined,BPay,GGPJ8847472,588.1,0.005,2.9405,0,591.0455,AUD,No,342,Poor,NoChange,1/12/2021,2:55 PM
56-5579768,Pryce,Training,FL,9285-0015-6950-2439,387,2024-06,MTO,EFT,BRANCH_PAYMENT,Approved,BranchPayment,GZND1247802,2661.2,0.005,13.306,0,2674.511,AUD,No,575,Poor,Increased,21/12/2021,12:18 PM
77-7235538,Chauncey,Accounting,FL,2763-0947-8895-3076,325,2024-09,SSL,AX,AUSTRALIA_POST,Approved,AustraliaPost,MRDR9307003,3052,0.02,61.04,0,3113.06,AUD,No,524,Poor,Decreased,23/03/2021,6:58 AM
05-4639376,Massimo,Human Resources,IL,7755-5234-2784-2717,327,2024-04,REC,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,CKGJ2612156,8681.9,0.005,43.4095,0,8725.3145,AUD,No,499,Poor,NoChange,24/12/2021,8:33 AM
52-9709754,Shane,Services,CO,6674-8876-1940-0612,207,2024-02,SSL,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,MQQG8244004,1822.8,0.02,36.456,0,1859.276,AUD,No,615,Fair,Increased,14/02/2021,10:52 PM
39-6718595,Dareen,Services,NV,0945-7043-5347-2746,269,2024-02,MTO,EFT,BPAY,Pending,BPay,TALW3728594,4093.1,0.005,20.4655,0,4113.5705,AUD,No,735,Good,NoChange,5/08/2021,10:01 AM
02-1210803,Winni,Engineering,FL,0702-0750-0547-8219,105,2024-08,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,TLYU0184395,5490.5,0.01,54.905,0,5545.415,AUD,No,685,Good,NoChange,6/11/2021,2:27 PM
36-6183555,Raquela,Engineering,AL,4651-7465-0397-8147,304,2024-02,MTO,VI,BRANCH_PAYMENT,Pending,BranchPayment,VCVR0008358,6411.4,0.01,64.114,0,6475.524,AUD,No,411,Poor,Increased,9/10/2021,3:37 AM
02-7327773,Della,Business Development,TN,7381-6677-1796-7160,641,2024-02,MTO,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,VPPR3835667,4652.8,0.02,93.056,0,4745.876,AUD,Yes,593,Fair,Increased,13/04/2022,11:51 AM
44-7602344,Maurise,Human Resources,VA,4438-4880-6667-5396,862,2024-07,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,MOKM6674730,1676.8,0.02,33.536,0,1710.356,AUD,No,640,Fair,Increased,21/11/2021,4:32 PM
60-1775881,Matelda,Engineering,NY,7614-9473-1426-4524,764,2024-03,MTO,AX,BRANCH_PAYMENT,Approved,BranchPayment,THYI0745227,5936.7,0.02,118.734,0,6055.454,AUD,No,304,Poor,Decreased,9/02/2021,4:04 PM
78-9002365,Jany,Engineering,DC,7047-7141-2811-7902,806,2024-05,MTO,VI,BPAY,Declined,BPay,DEIC6068970,6713.6,0.01,67.136,0,6780.746,AUD,No,707,Good,Decreased,14/12/2021,12:05 PM
95-1802429,Had,Engineering,DC,4565-3317-4929-8652,80,2024-01,SSL,MC,AUSTRALIA_POST,Approved,AustraliaPost,HHBB8293392,6868.9,0.01,68.689,0,6937.599,AUD,No,629,Fair,Decreased,9/12/2021,12:39 PM
96-7973192,Alexina,Human Resources,FL,1099-5863-8493-4213,309,2024-06,MTO,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,PXHD1965153,2143.2,0.01,21.432,0,2164.642,AUD,No,307,Poor,Decreased,30/09/2021,3:19 AM
30-6475346,Kerianne,Engineering,NY,1387-1356-0799-4667,870,2024-07,SSL,VI,AUSTRALIA_POST,Approved,AustraliaPost,BQUR8669198,349.6,0.01,3.496,0,353.106,AUD,Yes,711,Good,Decreased,9/08/2020,9:20 PM
82-1673033,Bernadette,Training,MN,9031-1878-9670-9639,558,2024-05,REC,MC,AUSTRALIA_POST,Pending,AustraliaPost,WJDT6170455,3603.7,0.01,36.037,0,3639.747,AUD,Yes,379,Poor,Decreased,29/03/2021,5:34 AM
95-5474444,Anjanette,Research and Development,NV,0496-5137-4462-0454,814,2024-06,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,CBOV1413888,3441.7,0.02,68.834,0,3510.554,AUD,No,483,Poor,Increased,28/01/2022,8:51 PM
74-4536755,Clevey,Human Resources,WI,2032-3232-4312-1577,828,2024-02,SSL,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,TYIX7880291,7987.3,0.01,79.873,0,8067.183,AUD,Yes,590,Fair,Decreased,24/10/2020,5:06 AM
73-3549987,Pandora,Marketing,FL,4458-7665-9372-7730,473,2024-07,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,FVYP7749832,6427.9,0.005,32.1395,0,6460.0445,AUD,Yes,695,Good,NoChange,5/05/2022,9:32 PM
49-5223508,Heindrick,Marketing,IA,2568-8759-1035-6420,112,2024-04,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,INJA6915919,4710.5,0.005,23.5525,0,4734.0575,AUD,No,620,Fair,NoChange,25/11/2021,8:45 PM
96-5273186,Elena,Legal,TX,2921-1035-9526-6797,387,2024-02,MTO,AX,AUSTRALIA_POST,Pending,AustraliaPost,OYEL1638176,5642.1,0.02,112.842,0,5754.962,AUD,Yes,355,Poor,Increased,17/10/2020,1:41 AM
62-9869837,Lisa,Training,CA,1165-4701-2741-4621,497,2024-04,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,LBKE4630159,2364.8,0.01,23.648,0,2388.458,AUD,Yes,431,Poor,Increased,6/11/2020,11:39 PM
59-8594561,Grier,Marketing,MO,4278-9614-9045-0943,695,2024-09,MTO,MC,BPAY,Pending,BPay,SLYL4906362,7065.1,0.01,70.651,0,7135.761,AUD,Yes,440,Poor,Decreased,22/09/2020,2:10 PM
53-9612118,Torin,Services,CA,7706-2883-3167-8540,784,2024-02,REC,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,DVNS3783767,2181.3,0.02,43.626,0,2224.946,AUD,No,431,Poor,Decreased,15/06/2020,6:46 PM
51-1202892,Seka,Sales,AZ,0500-1455-5245-5649,567,2024-06,MTO,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,MURW5949868,5018.4,0.005,25.092,0,5043.497,AUD,Yes,644,Fair,NoChange,18/03/2022,11:49 PM
80-0077483,Judas,Training,PA,3048-2693-5558-7990,279,2024-09,MTO,MC,BPAY,Pending,BPay,DAEZ1698507,2783.2,0.01,27.832,0,2811.042,AUD,No,635,Fair,Increased,3/11/2020,6:50 AM
27-8046073,Beale,Accounting,UT,5272-6113-4439-7651,167,2024-05,SSL,EFT,BPAY,Pending,BPay,AAUR6535188,8127.7,0.005,40.6385,0,8168.3435,AUD,Yes,513,Poor,Increased,16/04/2021,10:56 PM
72-8671125,Petr,Training,FL,0208-8157-8237-0073,806,2024-01,SSL,MC,BRANCH_PAYMENT,Pending,BranchPayment,RCTE9062604,5919.8,0.01,59.198,0,5979.008,AUD,No,559,Poor,NoChange,6/10/2020,9:17 PM
01-2333755,Denice,Sales,TX,1075-2626-5169-5260,40,2024-07,REC,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,UAUW3476916,8371.5,0.02,167.43,0,8538.95,AUD,No,456,Poor,NoChange,14/11/2020,3:42 AM
25-5539778,Olimpia,Human Resources,CA,3298-2050-1134-1154,145,2024-07,SSL,EFT,BPAY,Approved,BPay,SCQO9059078,4683.4,0.005,23.417,0,4706.822,AUD,No,518,Poor,Decreased,23/10/2021,3:41 AM
07-7231855,Kip,Training,IA,2430-4975-7640-7221,552,2024-06,MTO,AX,AUSTRALIA_POST,Declined,AustraliaPost,EDBZ1673100,8669.4,0.02,173.388,0,8842.808,AUD,Yes,434,Poor,NoChange,2/10/2021,6:55 AM
99-6350844,Holden,Human Resources,NY,6189-1668-0427-6545,861,2024-04,MTO,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,AVWI1649924,5573.6,0.02,111.472,0,5685.092,AUD,No,559,Poor,NoChange,14/06/2020,11:53 AM
12-7216853,Timoteo,Training,MN,4806-7233-3378-3763,607,2024-01,MTO,VI,AUSTRALIA_POST,Pending,AustraliaPost,CQPY9917492,460.8,0.01,4.608,0,465.418,AUD,No,307,Poor,Decreased,10/09/2021,10:52 AM
59-0228096,Weston,Support,IN,6059-3705-0564-9866,701,2024-03,MTO,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,XKLL0781866,2895.5,0.005,14.4775,0,2909.9825,AUD,Yes,643,Fair,Decreased,7/12/2021,4:15 PM
11-8527946,Onida,Sales,WV,3874-9260-9354-4822,535,2024-05,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,FAGF6828861,7225.1,0.005,36.1255,0,7261.2305,AUD,Yes,396,Poor,Decreased,31/01/2022,8:48 PM
41-6961483,Cariotta,Marketing,AL,9898-8639-2825-7548,502,2024-05,MTO,EFT,BRANCH_PAYMENT,Pending,BranchPayment,XCUV0907271,2704.4,0.005,13.522,0,2717.927,AUD,No,398,Poor,Decreased,17/02/2022,9:02 PM
98-9027616,Morse,Marketing,FL,7159-9914-9935-7175,513,2024-03,SSL,VI,AUSTRALIA_POST,Approved,AustraliaPost,MSPX2617857,7786.7,0.01,77.867,0,7864.577,AUD,Yes,620,Fair,Decreased,23/10/2021,10:02 PM
